plot,group,measure,x_variable,id,scale,x,y,title,author,journal,search,population,region,survey.freq,ecosystem,continent,kingdom,major.group,species.names,common.name,longevity.yrs,time.series.length,time.series.period,years.surveyed,completeness.full,completeness.10yrs,class
001_Sandstrometal_BiologicalInvasions_2014_Fig2A.jpg,1,CPUE,Year,,(n/trap),2008,7.224669603524228,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Immeln,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,15,"(1996, 2010)",15,1,1,"boom &
 sust. unk"
001_Sandstrometal_BiologicalInvasions_2014_Fig2A.jpg,1,CPUE,Year,,(n/trap),2009,7.753303964757711,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Immeln,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,15,"(1996, 2010)",15,1,1,"boom &
 sust. unk"
001_Sandstrometal_BiologicalInvasions_2014_Fig2A.jpg,1,CPUE,Year,,(n/trap),2010,0.8810572687224694,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Immeln,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,15,"(1996, 2010)",15,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1978,0.1403118040089093,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1979,0.1403118040089093,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1980,0.741648107,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1981,0.18040089086859767,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1982,1.342984409799555,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1983,2.0846325167037865,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1984,1.9443207126948783,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1985,1.8040089086859694,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1986,2.6057906458797335,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1987,2.6659242761692648,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1988,3.908685968819599,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1989,4.349665924,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1990,6.755011136,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1991,7.135857461024498,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1992,8.218262806,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1993,6.1937639198218255,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1994,7.657015590200444,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1995,5.432071269,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1996,5.632516703786192,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1997,7.837416481,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1998,3.6080178173719384,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),1999,5.752783964365256,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),2000,4.149220489977728,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),2001,7.717149220489977,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),2002,7.917594654788417,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),2003,1.5835189309576847,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),2004,0.9621380846325172,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
002_Sandstrometal_BiologicalInvasions_2014_Fig2B.jpg,1,CPUE,Year,,(n/trap),2005,0.3808463251670384,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Asunden,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,28,"(1978, 2005)",28,1,1,"boom &
 sust. unk"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1976,0.2857142857142858,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1977,0.37755102040816313,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1978,0.3673469387755104,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1979,0.7448979591836737,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1980,1.3265306122448979,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1981,1.6938775510204078,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1982,2.663265306122449,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1983,2.6428571428571432,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1984,3.2346938775510203,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1985,2.479591836734693,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1986,1.9081632653061227,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1987,1.8877551020408163,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1988,2.071428571428571,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1989,2.4693877551020407,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1990,2.836734693877551,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1991,3.2346938775510203,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1992,3.4183673469387745,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1993,2.836734693877551,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1994,3.2448979591836737,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1995,1.9081632653061227,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1996,2.8571428571428568,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1997,3.020408163265306,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1998,1.7040816326530612,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),1999,3.979591836734693,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),2000,2.663265306122449,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),2001,3.5816326530612237,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),2002,3.040816326530612,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
003_Sandstrometal_BiologicalInvasions_2014_Fig2C.jpg,1,CPUE,Year,,(n/trap),2003,2.1020408163265305,Population collapses in introduced non-indigenous crayfish,(Sandström et al. 2014),Biological Invasions,Strayer SI,Y,Lake Hovern,yearly,Freshwater,Europe,Animalia,Crustacea,Pacifastacus leniusculus,NA,12.8,34,"(1976, 2009)",34,1,1,"
established"
